text,label
"“Even the international community made a strong stance against the Communist Party of the Philippines as a foreign terrorist organization. That’s the funny part. We are here in the Philippines is telling (sic) that the CPP-NPA is not a terrorist organization while, in fact, the other organization, the international community, has already made a strong statement, and even position, that they are (sic) a terrorist group.” Source: ANC 24/7 Official Youtube Channel, NTF-ELCAC reacts as court junks case vs CPP-NPA | ANC, Sept. 22, 2022, watch from 1:05 to 1:43",NEEDS CONTEXT
"“Despite the challenges of the pandemic and the global economic upheavals, we remain on track to reach upper middle-income status by next year. With steady investments in food, public health, education, and other social services, we expect to become a moderately prosperous country by 2040. I am confident that we will achieve this vision.”  Source: RTVMalacañang, ​Statement at the 77th Session of the UNGA General Debate (Speech) 9/20/2022, Sept. 21, 2022",NEEDS CONTEXT
"“My approach is slightly different. We look at the drug problem in the Philippines and it is a significant one. There are approximately, I suppose according to official statistics, close to four and a half million actual addicts in the Philippines.” Source: Office of the Press Secretary official website, Meeting with Asia Society (Speech) 9/23/2022 (transcript), Sept. 24, 2022, watch from 40:25 to 40:44",NEEDS CONTEXT
"“Is that the trend? ‘Yan na yung climate change? Wala naman tayong ganiyan noon eh. Matagal na tayong nagbabantay ng bagyo. It’s not,  doesn’t… Hindi ganiyan. (Is that climate change? We didn’t have anything like that before. We’ve been monitoring typhoons for a long time.  It’s not,  doesn’t… (sic) It’s not like that.) Oh well. Okay, so, that’s something we have to deal with.” ",NEEDS CONTEXT
"“We have the second highest HIV rate of infection in the world.” Source: Toni Gonzaga Studio, An Exclusive Interview with President Ferdinand Bongbong Marcos Jr. | Toni Talks, Sept. 13, 2022, watch from 28:41 to 28:46",NEEDS CONTEXT
"“Ito’y kasabay na rin ng pagdiriwang nitong nagdaang Linggo ng ika-105 na kaarawan ng kanyang ama na si dating Pangulong Ferdinand Marcos Sr. na nagpasimuno sa Nutribun Feeding Program noong dekada ’70 na maraming bansot na bata ang lumusog. (The reintroduction of the Nutribun Feeding Program coincided with the 105th birth anniversary of her father, the late president Ferdinand Marcos Sr., who started the Nutribun Feeding Program in the 70s that improved the health of stunted children.)” Source: Senate of the Philippines official website, Imee: “Undernourished” Feeding Program must be revived, Sept. 11, 2022",NEEDS CONTEXT
"“Nag-resign po siya. ‘Yon po ang nakalagay sa kanyang sulat. (He resigned. That’s what is in his letter.” Source: Office of the Press Secretary official Facebook page, Live with Press Secretary Trixie Cruz-Angeles (August 12, 2022), Aug. 12, 2022, watch from 13:00 to13:05",NEEDS CONTEXT
“It’s mandated by law. Kailangan talaga ng body cam[era].”(It’s mandated by law. Body cam[era] is really required.),NEEDS CONTEXT
"“Until the withdrawal took effect on March 17, 2019, the Philippines was committed to meet its obligations under the Rome Statute. Any and all governmental acts up to March 17, 2019 may be taken cognizance of by the International Criminal Court.” Source: Supreme Court E-Library, G.R. No. 238875/G.R. No. 239483/G.R. No. 240954, July 21, 2021",NEEDS CONTEXT
"“Nagkaroon tuloy ng veto spree sa iba pang panukala dulot ng ‘di pagkakaunawaan ng lehislatura at Malacañang.” (As a result, there has been a veto spree on other bills because of misunderstanding between the legislative and Malacañang.) Sources: Frontline Tonight, Umano’y ‘veto spree’ ni Pres. Marcos Jr., pinuna ni Sen. Imee Marcos, Aug. 4, 2022; GMA News Saksi, Sen. Imee Marcos, tinawag na veto spree ang pag-veto ng pangulo sa ilang panukalang batas, Aug. 4, 2022; DWIZNewsCenter Twitter account, Sen Imee Marcos: Noon pa ako nagpapatawag ng LEDAC Meeting nang ma-veto ang Bulacan Ecozone, pero walang nangyaring pulong. Nagkaroon tuloy ng veto spree sa iba pang panukala dulot ng di pagkakaunawaan ng lehislatura at Malacañang., Aug. 3, 2022",NEEDS CONTEXT
"“First of all, it’s only one case. Number two, as you can see, it doesn’t affect the entire population. Number three, this is not like COVID[-19] that can be spread by air very easily and could possibly be fatal. This is not particularly fatal but it is of concern.” Source: RTVMalacańang, Press Briefing of Press Secretary Trixie Cruz-Angeles, July 29, 2022, watch from 11:49 – 12:10 (emphasis added)",NEEDS CONTEXT
"“In fact, the general experience has been… people are down maybe for two, maybe three days, and that’s like [the] flu. It’s like having [the] flu.” Source: RTVMalacañang, Press Briefing of President Ferdinand R. Marcos Jr., July 5, 2022, watch from 19:24 – 19:35",NEEDS CONTEXT
"“This is a historic moment for us all. I feel it deep within me. You, the people, have spoken, and it is resounding. When my call for unity started to resonate with you, it did so because it echoed your yearnings, mirrored your sentiments, and expressed your hopes for family, for country, and for a better future. That is why it reverberated and amplified as it did, to deliver the biggest electoral mandate in the history of Philippine democracy.” Source: Presidential Communications Operations Office, Speech of President Ferdinand “Bongbong” Romualdez Marcos Jr. during his Inauguration (transcript), June 30, 2022, watch from 2:24 to 3:01",NEEDS CONTEXT
"“Tulad ng aming ipinangako, naabot na natin ang target na 70 million fully vaccinated individuals. Nagpapasalamat ang NTF sa lahat ng ating health workers, volunteers, at mga kababayang nagtulong-tulong para mas marami tayong mabakunahan at maprotektahan laban sa COVID-19. (As we promised, we have reached our target of 70 million fully vaccinated individuals. The NTF is grateful to all our health workers, volunteers, and the citizens who all helped get more people vaccinated and protected against COVID-19.)",NEEDS CONTEXT
"“Kayong mga human rights, huwag ninyong isali ‘yang mga pulis. Nagtutupad lang ‘yan sa utos ko. Ako ang ihuli ninyo (To the human rights (groups), do not involve the police. They are just following my orders. Arrest me instead). And itong (this) ICC, International Criminal Court, hindi tayo (we are not a) member. I am a Filipino. If I will be charged criminally, it should be before a Filipino court. And if there’s somebody who will judge me, it will be a Filipino judge. And if somebody will prosecute me, it must be a Filipino prosecutor. The courts are there. There is no failure of justice.” Source: Presidential Communications Operations Office official website, Lowering of the Tunnel Boring Machine and Inspection of the Subway Depot (transcript), June 12, 2022, watch from  17:18 to 18:09",NEEDS CONTEXT
"“But at the same time, it is very clear, China is our No. 1 trade partner. And despite certain anti-Chinese elements, I would have to remind everyone that China never conquered us; never invaded the Philippines; never attempted, in any way, to take us over. So dapat (it should be) friendly socio-cultural ties and the exploitation of trade and commerce.” Source: ABS-CBN News Channel 24/7, Headstart: One-on-One with PH Senator Imee Marcos | ANC, June 1, 2022, watch from 30:35 to 31:06",NEEDS CONTEXT
"“JUST IN! President Bongbong Marcos thumbs up for franchise renewal of ABS-CBN! Must fix issues.” Source: Mindanao Daily News official Facebook page, JUST IN! President Bongbong Marcos thumbs up for franchise renewal (archived), May 10, 2022",NEEDS CONTEXT
"“… I think I am already authorized … to announce the first nominee that we will be giving to the Commission on Appointments when the time comes should I be proclaimed. And that is that our incoming vice president (Duterte-Carpio) has agreed to take the brief of [the] Department of Education.” Source: Ferdinand “Bongbong” Marcos Jr. official Facebook page, LIVE: Presumptive president Bongbong Marcos makes a statement, May 11, 2022, watch from 4:40 to 5:08",NEEDS CONTEXT
"“I was a developmental lawyer engaged in public interest cases like defending the land rights of Sumilao farmers.If you don’t know what that means Mr. Juan Ponce Enrile, developmental lawyering is:‘The practice of law fundamentally for individuals, communities and sectors that have been historically, culturally and economically marginalized and disenfranchised.’ (See: cas.upm.edu.ph:8080/xmlui/handle/123456789/372)But you probably don’t know that because as evident from your post and examples, you only know big-ticket or money-making law practices.You defend the rich. I defend the poor. We are not the same.xoxo,Atty. Ma. Leonor G. RobredoRoll No. 41533” Source: Luminous by Trixie Cruz-Angeles & Ahmed Paglinawan, Oops, he did it again, April 26, 2022",NEEDS CONTEXT
"Mercado: Nagpunta din dito si Vice President Leni Robredo, nag-ano din, nagsabi na magtulong (Vice President Leni Robredo also went here and said she would offer help).Taberna: May inihanin ba sa inyo si VP Leni Robredo (Did VP Robredo give you anything)?Mercado: Wala, wala. Ang ano lang niya na magpadala siya (None, none. But she said she would send [aid]).Taberna: Nagcommit naman si VP Leni na magpapadala po? (VP Leni committed to send [aid])?Mercado:Iyan ang sabi niya sa akin (That’s what she told me).",NEEDS CONTEXT
"“‘Yung ating biomass, tayo ang No. 1 producer ng biomass; 1.3% lang ang naha-harness natin. Kailangan dugtong-dugtong ito, [‘yung] research and development, pondohan natin, dagdagan natin ng pera para makapag-research.”([W]e are the No. 1 producer of biomass; we’re able to harness only 1.3%. It should be comprehensive … research and development, we should provide funds, give more money for research.)Source: Ping Lacson Official Facebook Page, #TuloyAngLaban, March 24, 2022, watch from 37:24 to 37:36",NEEDS CONTEXT
"“Kaya kung ang oil mawala, tataas talaga lahat pati ano ninyo. Ganoon ka-valuable ‘yung oil na kung mawala sa atin o kukulangin tayo, ang ano is magmahal ang pamasahe at ang mga production nito magmahal…”(If oil [supply] will be gone, [the prices of all products] will increase. This is how valuable oil is. If we lose oil or have a limited supply, [transport] fares and production costs will increase.)",NEEDS CONTEXT
"“Ito naman ‘yung ating naumpisahan, nagsimula noong kayo ay Presidente, Mr. President, at saka nakumpleto noong kayo ay ano — noong nakaraan lang … dalawang frigates na in-order natin noong 2017 at nai-deliver noong nakaraang taon.”(This one we started under your presidency, Mr. President, and completed when you were … just recently … two frigates we ordered in 2017 and delivered last year.)Source: RTVMalacanang, Talk to the People, Feb. 21, 2022, watch from 1:22:51 to 1:23:11 (transcript)",NEEDS CONTEXT
"“At that point, 21 million of our countrymen were fully vaccinated, and our priority was to increase this number, which is why the provision of booster shots had yet to be approved.The situation today is now vastly different.Last November, upon the recommendation of our health experts, the government approved the use of booster doses for all fully vaccinated individuals as we had ample supplies of vaccines and a substantial percentage of our population was already fully vaccinated.”Source: Office of the Presidential Spokesperson website, On the September 2021 video clip of the President regarding vaccine doses, Jan. 23, 2021",NEEDS CONTEXT
"“Pag kayo ay may lagnat, malamang Omicron na iyan. Pag kayo ay may chills, nanginginig, Omicron na iyan. Pag kayo ay may sore throat, may headache, malamang sa panahon ngayon Omicron na ‘yan. Pag hirap huminga, talagang Omicron na, malala na iyon.”(If you have a fever, most likely that’s Omicron. If you have chills, shivers, that’s Omicron. If you have a sore throat, a headache, most likely, nowadays that’s Omicron. If it’s hard to breathe, that’s a worse form of Omicron.Source: Doc Willie Ong’s official Facebook page, Sipon, Omi-cron or Del-ta…, Jan. 10, 2022",NEEDS CONTEXT
"“Troll: There is NO SCIENCE behind the use of face shields!Me: Meron (there is)! [Shows PSMID guidelines and summary of evidence.]Source: Edsel Salvana official Facebook account, New troll tactic!, Jan. 4, 2022 (11:17 a.m.)",NEEDS CONTEXT
"“Have you been hospitalized and went out without paying a single centavo? That’s because Harry Roque went to work. #ActionMan”Source: Harry Roque official Facebook page, Have you been hospitalized… (Archived), Dec. 8, 2021",NEEDS CONTEXT
"“The Skyway Stage 3 project is one of 25 projects under the EDSA Decongestion Program. Soon, every city in Metro Manila will be connected within a 20 to 30 minute timeframe. #BuildBuildBuild”Source: Mark Villar official Facebook page, The Skyway Stage 3 project…, Oct. 14, 2021 (archived)",NEEDS CONTEXT
"“[K]ung totoo ito (If this is true), you (Gordon) must answer [for] it, because I am really going to insist that COA conduct an audit sa (on) Red Cross. You cannot escape that constitutional mandate.”Source: RTVMalacanang Official Youtube Channel, President Rodrigo Roa Duterte’s Talk to the People 9/20/2021, Sept. 20, 2021, watch from 10:00 to 10:20",NEEDS CONTEXT
"“‘Yan ang tunay na panukal kung talagang tama ang ating ginagawa at nakikita naman natin sa resulta – pag-stabilize ng presyo dahil sa price cap at sa pagtanggal ng price cap at sunod na d’yan ‘yung ating ibang mga stratehiya para tulungan ang ating mga farmer para naman hindi naman nalulugi ang ating mga magsasaka.” (Those [declining rice prices and sufficient rice supply] are the true metrics from which we can see if our decisions are correct and we see the results – the prices of rice have stabilized because of the cap and its lifting. Next are the various strategies to help our farmers so they don’t lose money.) Source: Bongbong Marcos Official YouTube Channel, BBM VLOG #250: Libreng Bigas | Bongbong Marcos, Oct. 7, 2023, watch from 3:43 to 4:01",NO BASIS
"“Noong 1968, December 26, 1968, itinatag naman ni Joma Sison ang founder, siya yung founder ng Communist Party of the Philippines, at ang kasama niya ang co-founder niya ay si Ninoy Aquino.”(On Dec. 26, 1968, Joma Sison established as a founder, he founded the Communist Party of the Philippines, together with his co-founder Ninoy Aquino.)",NO BASIS
"“The other guilty party here is Jonathan de Santos – online editor of Philstar online. He, too, is an urban operative of the CPP NPA NDF. Source: Lorraine Marie T. Badoy official Facebook account, They’re not lawmakers. What they really are are urban operatives of the terrorist CPP NPA NDF (archive), Aug. 26, 2023",NO BASIS
"“Sa kasalukuyan, ang China ay nagtamo ng matinding kahihiyan matapos silang habulin ng isang Japanese submarine. Ang insidente na ito ay naganap sa karagatan ng Timog China… (Now, China is humiliated after a Japanese submarine chased them off. This incident happened in the South China Sea…) ",NO BASIS
"“Pwede niyo akong bitayin dito anytime kung na-prove ninyo diyan na ako’y nagkakasala. You can hang me in front of the Filipino people. You can hang me through the decision of our Filipino courts but, my God, not by a foreigner.”(You can hang me here anytime if you prove that I’ve committed a crime. You can hang me in front of the Filipino people. You can hang me through the decision of our Filipino courts but, my God, not by a foreigner.) Source: ABS-CBN News Youtube Channel, Omaga Diaz Report | TeleRadyo (4 February 2023), Feb. 4, 2023, watch from 33:41 to 33:56",NO BASIS
"“COMMUNIST Party of the Philippines (CPP) founder Jose Ma. Sison on Monday admitted that the party is a key contributor to the campaign of Leni Robredo and he is acting as adviser to her and her spokesperson Barry Gutierrez.”Source: Journal News Online, Joma admits advising Leni, April 21, 2022",NO BASIS
"“Member: New York State Bar Association”Source: M & Associates official website, Marcos, Louise Araneta (Archived), Accessed April 8, 2022",NO BASIS
"“…Palaging hina-harass n’yo ang 70 million na Filipino; palagi n’yong hinahanapan niyan [ng vaccination card] when, in fact, ang mismong vaccination will expose you to infection. This is the reverse now, according to the Baltimore study.”(The [government] keeps harassing the 70 million Filipinos, always looking for a [vaccination card] when, in fact, vaccination itself will expose you to infection. This is the reverse now, according to the Baltimore study.)Source: Commission on Elections, Pilipinas Debates 2022: The Turning Point, March 19, 2022, watch from 1:27:53 – 1:28:10",NO BASIS
"“Ang pinakamadaling alagaan ay galunggong. Hindi ba pang-mahirap nga dapat iyan? (The easiest to raise is galunggong. Isn’t it supposed to be for the poor?) You can get that anywhere, tapos nag-i-import tayo (and [yet] we’re importing)? … That describes the terrible state that we have allowed our agri [sector] to come into.”Source: DZRJ 810 AM – Radyo Bandido, (Presidential aspirant Bongbong Marcos interview), March 8, 2022, watch from 24:57 to 25:37",NO BASIS
"WARNING!SMNI strongly disowns this fake quote card circulating in social media. We assure the public that SMNI will only deliver ‘Truth That Matters’. pic.twitter.com/kvW4BrOaKS
— SMNI News (@smninews) January 8, 2023",SATIRE
"[Gonzaga]: Sinasabi nila, party ka raw nang party. Ano’ng naramdaman mo tuwing tinatawag ka nilang party animal?[Marcos]: Tinatanong ko ang sarili ko… May ginawa ba akong mali? Saan ako nagkamali? May nasaktan ba ako? Alam ko sa sarili ko na wala akong nasaktan. Siguro may na-offend ako, pero hindi naman ‘yun intentional.(Gonzaga: They say you always just party. What do you feel when they call you a party animal?Marcos: I ask myself… Did I do anything wrong? Where did I go wrong? Did I hurt anyone? I know for myself I didn’t hurt anyone. Maybe I offended someone, but it’s not intentional.)",SATIRE
“ETO ANG DAHILAN NG GYERA SA ISRAEL! PBBM NAPADASAL! PROPESIYA NG TEMPLO! AMERICA NAGDEKLARA NA GYERA (This is the reason for the war in Israel. President Bongbong Marcos prayed. Prophecy of the temple! America declared war).”   ,FALSE
“Gaza now Belongs to Israel.Hamas Surrendered Desperately.”,FALSE
“NAKU PO! Grabe nangyare kay Digong Pinatawag nasa ICC Interview Nakuha na! PBBM Umaksyon na VPSARA.”“(Oh no! Something terrible happened to Digong. Summoned by the ICC. Interview was received! PBBM already took action Vice President Sara Duterte-Carpio).”,FALSE
“Just Now : Wasak at NAPAHlYA si Sen CHIZ ESCUDERO walang kawala sa Utos ni PresMarcos (sic) Media Natameme (Sen. Chiz Escudero was ruined and humiliated. No escape from the orders of President Marcos. Media was dumbfounded).”,FALSE
“NAKAKATAKOT PINAG HAHANDA NA MILITAR! PBBM BINALAAN NG ISRAEL! HAMAS AATAKE SA PINAS! GYERA NATALAGA (Scary. The military has been asked to prepare! PBBM warned by Israel! Hamas will attack the Philippines! This is really war).” ,FALSE
"“PBBM GINULAT NG ISRAEL! NAGDEKLARA NA GYERA! WORLD WAR 3! BINOMBA NG 5000 MISSILE! NADAMAY NA PINAS (President Bongbong Marcos was shocked by Israel! Declared war! World War 3! Bombed by 5,000 missiles! The Philippines has been embroiled)!” ",FALSE
"“Forwarding from another thread. Be careful eating out! PLS PASS & BE EXTRA CAREFUL GUYS..*(1) Namiya Izakaya*…the small jap Resto at sct tobias, beside Panaderia closed today, last night armed men robbed owner including customers, took total 100 thousand cash + jewellery + cellphones!!!*2. Banawe Starbucks* beside UCC held up last night.. in just 1 minute..*3. Shangrila chinese seafood cuisine at times st.* Near kowloon house held up yesterday afternoon 1:00 pm took almost 250k worth cash, cellphones, bags from customers while eating lunch.. robbers are also eating during that time then get away car altis & fortuner wt no plate numbers parked along west ave.. they are reviewing cctv wt police… Double ingat na talaga (We should really be extra careful).” ",FALSE
View this post on Instagram            A post shared by VERA Files (@verafilesph),FALSE
“HULING BABALA! Japanese Commander NAGBANTA NG DIGMAAN Kung Hindi Susunod Ang CHINA (Final warning! Japanese commander threatened war if China won’t follow)!” ,FALSE
"“Diosko po! Grabe ang nangyari kay VPSARA tinanggal ng Kongreso, Sen Imee at Pres BBM nagWarning na (Oh my god! Something cruel happened to Vice President Sara Duterte-Carpio. Removed by Congress. Sen. Imee Marcos and President Bongbong Marcos gave a warning)!” ",FALSE
"“(GYERA SA ISRAEL). Nagpapatuloy ang labanan sa pagitan ng mga pwersa ng Israel at mga mandirigma ng Hamas sa mga lansangan ng katimugang Israel, na ang bilang ng mga namatay ay umabot sa mahigit 600 sa Israel at mahigit 300 sa Gaza base sa report ng Aljazeera Media Network.(WAR IN ISRAEL). Fighting between Israeli forces and Hamas fighters continues in the streets of southern Israel, with the death toll reaching over 600 in Israel and over 300 in Gaza based on a report by Aljazeera Media Network.” ",FALSE
“Senado Wasak ang PCSO Raffy Tulfo PUMUTOK sa Galit sa 2-ABUGADO ng PCSO bagong Modus ipapasara na (The Senate destroyed PCSO. Raffy Tulfo explodes in anger at PCSO’s two lawyers. New modus. Will be shut down)!” ,FALSE
“BUMALIKTAD SA CHINA! PBBM SINIBAK SI ROBIN! PABOR LUMUSOB AMERICA! PH NAVY SINUPALPAL SI PADILLA (Flips on China! President Bongbong Marcos fires Robin. In favor of America’s attack. The Philippine Navy shoots down Padilla)!” ,FALSE
“CHINA TINANGGAL NA SA ASEAN! GRABE KUMAMPE LAHAT KAY PBBM! CHINA NAPAHIYA SOBRA! BUO MUNDO NAGULAT (China removed from ASEAN! Everyone went in favor of PBBM! China was really humiliated! The entire world was surprised).”,FALSE
“SEN.ROBIN ISA PALANG SPY NG CHINA!|SEN.ROBIN SINABING ÛGÒK UMANO SI PBBM AT WALANG SILBÎ!(Senator Robin is apparently a spy of China! Senator Robin called [Marcos] stupid and useless!)”,FALSE
“ITO NA PINAS AT SOUTH KOREA SANIB PWERSA NA! PARA PIGILAN ANG PANANAKOP NG CHINA. (Here it is! Philippines and South Korea have joined forces to stop China’s invasion).” ,FALSE
“Taal Volcano. Ingat po tayo (Let us be careful). #reelsvideo2023 #viralreels #fbyシ#facebookreels” ,FALSE
"“BAGYONG “JENNY” DOBLE NA ANG LAKAS SA YOLANDA ((Typhoon Jenny, now twice as powerful as Yolanda) | LATEST WEATHER UPDATE! OCT 1, 2023.” ",FALSE
"“Sa isang nakakamanghang pagpapakita ng lakas militar, ipinadala ng Estados Unidos ang kanyang mabigat na long range na B-52 bomber sa airspace ng China (In a spectacular show of military power, the United States deployed its heavy long-range B-25 bomber into Chinese airspace).”",FALSE
“KAKAPASOK LANG Bagong utos PBBM at SENADO B-tay ang hatul kay France Ruiz Hinatulan ng Taong Bayan!(Just in. New order from [Marcos] and the Senate. France Ruiz was sentenced to death by hanging. Condemned by the public!)” ,FALSE
"“As of Today Sept. 21 ito na po ang itsura ng bulkan keep safe po sa mga malalapit na area (As of today, Sept. 21, this is what the volcano looks like. To those who are near the area, keep safe), read the caption of a video uploaded that day by a TikTok user. ",FALSE
"“Just now : Expose na! Walang Kawala si Hontiveros sa Philhealth di-makapaniwala sa Utos ni PRES BBM (Already exposed! Hontiveros cannot escape PhilHealth, she can’t believe the order from President Bongbong Marcos).” ",FALSE
“Terrifying earthquake in Morocco. God is Good All the Times.” ,FALSE
“Flash flood in Libya watch until the end to see the damage”.,FALSE
“NAKU PO NAGKAGULO NA SA SINGAPORE PBBM NAKUHA NA ANG MARCOS ACCOUNT? (Oh my it was mayhem in Singapore. President Bongbong Marcos had retrieved the Marcos account?)”,FALSE
"“Sa madaling salita, Leni, makinig ka: bobo ka! Isama mo na lahat ng mga staff mo diyan sa Office of the Vice President, p******a kayo, lahat kayo bobo (In other words, Leni [Robredo], listen: you’re stupid! Including all of your staff members at the Office of the Vice President, you’re sons of b****s, you’re all stupid). ” ",FALSE
“OMG MARCOS ACCOUNT SA AUSTRALIA HETO NA! NAKU PO LIDER NG AUSTRALIA LUMAPIT NA KAY PBBM (Oh my god! The Marcos account in Australia is finally here! Oh my the leader of Australia has approached President Bongbong Marcos).”,FALSE
“PRAY FOR MOROCCO. A strong #earthquake hits Morocco today with 6.8 magnitude leaving several casualties and damages. #prayformorocco #prayer.”,FALSE
“ANG NAKAKAGIMBAL NA MARCOS ACCOUNT SA INDONESIA HETO NA! MGA ASEAN LEADERS NAGLALAPITAN NA KAY PBBM (The shocking Marcos account in Indonesia is finally here! ASEAN leaders are coming to President Bongbong Marcos).”,FALSE
“KAKAPASOK LANG! CHINA BINAGO ANG MAPA NG MUNDO! PILIPINAS PAG MAMAYARI NADAW NG CHINA! PBBM NAALARMA! (Just in! China changed the world map. The Philippines is now owned by China! President Bongbong Marcos was alarmed!)” ,FALSE
"“SARADO NA UP-DlLlMAN, Grabe ang UTOS ni PBBM at VPSARA, mga UP STUDENTS, Nag-alsa BALUTAN na.. (UP Diliman is closed down! What a harsh order from PBBM and VP Sara. UP students packed their belongings)!!”",FALSE
“PBBM BINULAGA ANG CHINA! PINAS GUMAWA NG N.A.T.O! MATINDING TAPATAN ITO! MALAKING SAMPAL SA CHINA (President Bongbong Marcos stunned China! The Philippines created its own NATO. This will be an intense confrontation! A big slap to China)!” ,FALSE
“24 ORAS EXPRESS REGALO NG AMERICA NASA PILIPINAS NA (AMERICA’S GIFT NOW IN THE PHILIPPINES) ! PILIPINAS VINES NEWS VIRAL.”,FALSE
“IRAN BABANAT NA! Iran At Pilipinas BAGONG ALYANSANG BABANGGA Sa Pwersang Pandigma Ng China (Iran will now attack! Iran and the Philippines’ new alliance will confront the war forces of China)!”,FALSE
“REST IN PEACE PURA LUKA VEGA. Filipino artist | Influencer | Drag Queen. 1990-2023”.,FALSE
“SARA DUTERTE HAHARAP SA IMPEACHMENT DAHIL SA PAGNANAKAW NG 125-M NA SECRET BUDGET FUND (Sara Duterte will face impeachment due to stealing P125 million from a secret budget fund).”,FALSE
"“KAPAPASOK LANG SAWAKAS PRES MARCOS UMAKSYON na 20 PESOS PER KILO BIGAS MANG-YAYARI na VP SARA NATUWA. (Just in. Finally, President Marcos took action. 20 pesos per kilo of rice will now happen. [Vice President Sara Duterte] was delighted.”",FALSE
"“Commission on Human Rights ang pinag-uusapan dito. Eh, itong Commission on Human Rights hindi naman pinakikialaman ang human rights violations ng CPP-NPA-NDF [Communist Party of the Philippines – New People’s Army – National Democratic Front]. Saan maraming namatay, sa CPP-NPA-NDF terrorist group o sa drug war na ang pakay ay iligtas ang kabataan at ang lahat ng tao ng Pilipinas para hindi masira sa drugs at maging zombie nation tayo? Saan maraming namatay? Sabihin mo.(We are talking here about the Commission on Human Rights. This Commission on Human Rights, it doesn’t pry on the human rights violations of the CPP-NPA-NDF. Which one had more killings: the CPP-NPA-NDF terrorist group or the drug war which was intended to save the youth and everyone here in the Philippines so that their lives won’t be ruined by drugs and we won’t become a zombie nation? Which one had more killings? Tell me.) Source: SMNI News, CHR, dapat kondenahin ang CTG bago ang drug war ng Duterte admin — Pastor ACQ, Aug. 24, 2023, watch from 2:19 to 2:52",FALSE
“JUST ARRIVED!!! 12 UNITS OF HIMARS MULTIPLE-LAUNCH ROCKET SYSTEM FOR THE PHILIPPINE ARMY.” ,FALSE
"“KAKAPASOK LANG Finish na! HONTlVEROS walang KAWALA sa UTOS VPSARA PBBM SENADO,DlLAWAN at MEDIA IYAK (Just in. It’s finished! Hontiveros cannot escape the order of [Vice President Sara Duterte and President Bongbong Marcos]. The Senate, yellows and the media cried).”",FALSE
"“KAKAPASOK LANG TAGUMPAY! PBBM at VPSARA GINULAT ang LAHAT NEW MANILA INTERNATIONAL AIRPORT HETO NA(Just in, victory! [President Ferdinand Marcos] and [Vice President Sara Duterte] shocked all. New Manila International Airport is here)!”",FALSE
“PILIPINAS WOW PAPALITAN NA? (Philippines wow. Will  be it be changed?)”,FALSE
 “Akala mo movie clips lang Totoo na Pala (You would think they are just movie clips but they are actually real). China flood.” ,FALSE
"“KAKAPASOK LANG TAGUMPAY! K-12 ni PNOY NA-IBASURA NA PBBM at VPSARA PIRMADO na K-10 NEW CURRICULUM.!! (Just in, victory! K to 12 of former President Noynoy Aquino was junked. President Bongbong Marcos and Vice President Sara Duterte signed the new K to 10 curriculum).” ",FALSE
“BARKO NG CHINA NAGIMBAL! China Coast Guard KUMARIPAS NG PAPUTUKAN Ng PH Navy Sa Scarborough (Chinese ship was shocked! China Coast guard hurried off after the Philippine Navy fired at them in Scarborough Shoal)!” ,FALSE
"“Ngayon [n]analo si President Bongbong Marcos, ‘di tiklop ‘yong mga bibig nila (critics). In fact, for the first time in the history of Philippine elections, ngayon lang tayo nagkaroon ng majority president. In all other national elections, puro plurality lang, kaya hindi talaga makuha ‘yong suporta ng buong bayan. Eh, ngayon you have a majority president garnering more than 31 million votes.” (Now that President Bongbong Marcos has won, their [critics] mouths are shut. In fact, for the first time in the history of Philippine elections, it is the first time we have a majority president. In all other national elections, it was mostly plurality, that’s why it was hard to get the support of the people. Now you have a majority president garnering more than 31 million votes.)",FALSE
“OMG HISTORICAL ITO! NGAYON LANG ITO NANGYARI PBBM REWARD CASH CHEQUE PARA SA MGA ATLETANG PILIPINO (Oh my God! This is historical. This happened only now. President Bongbong Marcos reward cash [and] cheque to Filipino athletes).” ,FALSE
“TUGON SA BOMB4 NG CHINA! GRABE PRES BBM! LALABAN NA TAYO! PINALAYAS SI HUANG! NAGALIT NA BUO MUNDO (Answer to China’s bombing! President BBM! We’ll now fight! Huang kicked out! The entire world got mad)!”,FALSE
"“Simula [na]ng maipasa ang Rice Tarrification (sic) Law, batas na akda ng ating Senadora Cynthia A. Villar, naging mechanized na ang rice farming sa bansa. Ang hindi pagmamano mano ng tanim at ani ay naging mas mabilis ang produksyon at mas madami ang output ng ating rice farmers. At dahil sa batas na ito, hindi na tumaas ang presyo ng bigas sa bansa. Kaya’t patuloy ang pamimigay ng agricultural machineries pati na ang training ng pag gamit nito.”(Since the enactment of the Rice Tariffication Law, authored by Sen. Cynthia A. Villar, rice farming in the country has been mechanized. The mechanization of planting and harvesting resulted in faster production, and more output for our rice farmers. Because of this law, the price of rice in the country has not gone up. That’s why we  continue to distribute agricultural machinery and conduct training on how to use it.) Source: Sen. Cynthia A. Villar official Facebook Page, Simula ng maipasa… (archived), July 31, 2023",FALSE
"“CHINA NAGULAT SA MARTIAL LAW! GRABE PRES BBM! LALABAN NA TAYO! LAST WARNING SA WPS! BUOMUNDO (sic) UMALMA. (China was shocked with Martial Law! Amazing, President Bongbong Marcos! We will fight! This is the last warning on the West Philippine Sea! The whole world objected.”",FALSE
