Post Title,Time Posted,Post Link,Image URL,Description,Classification,Quotes 1,Quotes 2,Quotes 3,Quotes 4,Quotes 5,Quotes 6,Quotes 7,Quotes 8,Quotes 9,Quotes 10,Quotes 11,Quotes 12,Quotes 13
VERA FILES FACT CHECK: ‘CNN Philippines’ impostor posts FAKE exclusive interview on hypertension ‘cure’,2023-06-23T09:05:51+00:00,https://verafiles.org/articles/vera-files-fact-check-cnn-philippines-impostor-posts-fake-exclusive-interview-on-hypertension-cure,https://verafiles.org/wp-content/uploads/2023/06/061923-FAKE-CNN-PH-Neocardia_SHORTIE_TAG-DRAFT.jpg,Yet another bogus website imitating CNN Philippines uploaded a story promoting a “doctor-recommended” product that allegedly cures hypertension. The article is fake.,FAKE,"“The CNN Philippines brand equates to accurate, fair and balanced reporting. We vigorously pursue these journalistic traits in our content. Again, we are not connected in any way to Neocardia,”",,,,,,,,,,,,
VERA FILES FACT CHECK: Bogus ‘CNN Philippines’ site posts FAKE story on joint disease cure,2023-06-23T10:14:23+00:00,https://verafiles.org/articles/vera-files-fact-check-bogus-cnn-philippines-site-posts-fake-story-on-joint-disease-cure,https://verafiles.org/wp-content/uploads/2023/06/060823-FAKE-Leachon-CNN_SHORTIE_TAG-DRAFT1.jpg,A website imitating CNN Philippines posted an article on a product for joint diseases supposedly formulated by Dr. Tony Leachon. This story is fabricated.,FAKE,"“We have looked into this and we are in no way connected to them…The CNN Philippines brand equates to accurate, fair and balanced reporting. We vigorously pursue these journalistic traits in our content. Again, we are not connected in any way to Neocardia and Jointlab,”","“completely restores and strengthens joints, relieves pain and restores circulation.”",“at almost any stage of the disease”,,,,,,,,,,
VERA FILES FACT CHECK: FAKE SM Megamall FB page posts ad for unregistered toothpaste,2023-06-29T11:18:23+00:00,https://verafiles.org/articles/vera-files-fact-check-fake-sm-megamall-fb-page-posts-ad-for-unregistered-toothpaste,https://verafiles.org/wp-content/uploads/2023/06/062723-FAKE-SM-impostor-toothpaste_SHORTIE-FIL-REV1.jpg,A Facebook page posing as SM Megamall uploaded a video promoting an unregistered niacinamide toothpaste.,FAKE,"“P1/araw – Magpaalam sa madilaw na ngipin, masamang hininga na dulot ng tabako, kape at food plaque na may Niacinamide toothpaste (P1 a day – Say goodbye to yellow teeth, bad breath caused by tobacco, coffee and food plaque with niacinamide toothpaste),”",,,,,,,,,,,,
VERA FILES FACT CHECK: DOH disowns circulating FAKE story promoting unregistered hypertension ‘cure’,2023-07-04T09:20:25+00:00,https://verafiles.org/articles/vera-files-fact-check-doh-disowns-circulating-fake-story-promoting-unregistered-hypertension-cure,https://verafiles.org/wp-content/uploads/2023/07/070323-FAKE-Vergeire-HeartKeep_SHORTIE_TAG-REV2.jpg,A Facebook page posted an article supposedly based on an interview with Health Undersecretary Maria Rosario Vergeire endorsing a product that claims to treat hypertension and other blood pressure-related conditions. The website article is fabricated.,FAKE,"“There is an urgent need to protect consumers against the consumption of unregistered and potentially harmful food and health products through the strict enforcement of the provisions of the Consumer Act and regulation of fraudulent advertisements on social media platforms,”","“The DOH clarifies that no such scenario or statement has been made by the department and its officials,”","“cleanse and cure blood vessels, restore internal organs and joints’ health and burn excess fats.”",“Maria Rosario Vergeire: Ang presyon ng dugo ay lumampas sa 140/75 dahil sa pagbabara ng mga daluyan ng dugo! Ang aking payo: uminom ng 3 kutsarita ng 4% (Blood pressure exceeded 140/75 due to blockage of blood vessels! My advice: drink 3 teaspoons of 4%)…”,,,,,,,,,
"VERA FILES FACT CHECK: Jet Li NOT dead, video a HOAX",2023-07-04T09:37:01+00:00,https://verafiles.org/articles/vera-files-fact-check-jet-li-not-dead-video-a-hoax,https://verafiles.org/wp-content/uploads/2023/07/070423-FAKE-Jet-Li-death-hoax_TAG.jpg,"A Filipino Facebook user published a reel claiming international action star Jet Li has died, including a photo of his alleged funeral as proof. This is fake.",FAKE,"“[P]aalam idol (Goodbye, idol) [crying emoji]”",,,,,,,,,,,,
"VERA FILES FACT CHECK: PGH, endocrinologist Augusto Litonjua NOT promoting milk supplement for diabetes ",2023-07-07T10:25:06+00:00,https://verafiles.org/articles/vera-files-fact-check-pgh-endocrinologist-augusto-litonjua-not-promoting-milk-supplement-for-diabetes,https://verafiles.org/wp-content/uploads/2023/07/070623-FAKE-Litonjua-Glufarelin-2_SHORTIE-FIL-REV1.jpg,"An impostor of the Philippine General Hospital has claimed on Facebook that endocrinologist Augusto Litonjua endorsed Glufarelin, a milk supplement that could allegedly cure diabetes. ",FAKE,“We are unaware of any “cure-all”,"“Dr. Augusto D. Litonjua is not endorsing any specific product or supplement,”",,,,,,,,,,,
VERA FILES FACT CHECK: News reports SPLICED in FAKE ads promoting ‘energy-saving devices’,2023-07-14T09:13:05+00:00,https://verafiles.org/articles/vera-files-fact-check-news-reports-spliced-in-fake-ads-promoting-energy-saving-devices,https://verafiles.org/wp-content/uploads/2023/07/071123-FAKE-More-energy-saving-devices_SHORTIE_TAG-DRAFT.jpg,At least four Facebook videos used altered clips from various news organizations to promote products that allegedly reduce power consumption. These advertisements are fake. ,FAKE,"“The DOE is NOT proposing, nor endorsing any specific brand or commercial product for public consumption. We encourage the public to refer to reputable sources of news and seek scientific-based information for energy-saving products and services,”",,,,,,,,,,,,
VERA FILES FACT CHECK: Video does NOT show ‘fake eggs’ made in China,2023-07-14T09:33:20+00:00,https://verafiles.org/articles/vera-files-fact-check-video-does-not-show-fake-eggs-made-in-china,https://verafiles.org/wp-content/uploads/2023/07/071023-FALSE-China-fake-eggs_TAG_REV.jpg,A Facebook Reel claims to show various footage of how “fake eggs” are being made in China. These clips have been given false context.,FAKE,,,,,,,,,,,,,
VERA FILES FACT CHECK: FAKE ‘UST Hospital’ page sells unregistered arthritis cream ,2023-07-18T09:23:57+00:00,https://verafiles.org/articles/vera-files-fact-check-fake-ust-hospital-page-sells-unregistered-arthritis-cream,https://verafiles.org/wp-content/uploads/2023/07/071323-FAKE-UST-Hospital-ad_SHORTIE_TAG-REV.jpg,An impostor of the UST Hospital is circulating an ad for a product that supposedly cures a variety of orthopedic conditions. This is a scam. ,FAKE,"“USTH does not sell or endorse any products on its official Facebook page. The institution only promotes the hospital services and provides health teaching to the public,”",“effectively eliminates 99% of orthopedic problems”,,,,,,,,,,,
VERA FILES FACT CHECK: Scammers sell ‘scar-healing’ serums made by non-existent hospital,2023-07-19T10:42:18+00:00,https://verafiles.org/articles/vera-files-fact-check-scammers-sell-scar-healing-serums-made-by-non-existent-hospital,https://verafiles.org/wp-content/uploads/2023/07/071723-FAKE-Manila-Intl-Hospital_SHORTIE_TAG-REV.jpg,"This month, Facebook is abound with websites and pages endorsing serums that supposedly treat skin conditions and irregularities. The products are fake.",FAKE,,,,,,,,,,,,,
VERA FILES FACT CHECK: Simon Cowell subject of a death HOAX once again,2023-08-05T03:08:40+00:00,https://verafiles.org/articles/vera-files-fact-check-simon-cowell-subject-of-a-death-hoax-once-again,https://verafiles.org/wp-content/uploads/2023/08/080123-FAKE-Simon-Cowell-death-hoax_SHORTIE-FIL-REV1.jpg,Several websites carried digitally-altered photos claiming to show Simon Cowell in a hospital bed or in his funeral. This is a hoax.,FAKE,“to be a stay-at-home dad.”,"“We announce about ‘America’s Got Talent’ Simon Cowell, he has been confirmed as…See more.”",,,,,,,,,,,
VERA FILES FACT CHECK: FB pages post FAKE ad for unregistered sinusitis softgel,2023-08-31T07:45:22+00:00,https://verafiles.org/articles/vera-files-fact-check-fb-pages-post-fake-ad-for-unregistered-sinusitis-softgel,https://verafiles.org/wp-content/uploads/2023/08/082523-FAKE-Sinusolution-ad_SHORTIE_TAG-DRAFT.jpg,At least two Facebook pages shared a fake advertisement for a product that allegedly treats sinusitis and other conditions. The product is neither registered with the FDA nor recommended by doctors featured in the video.,FAKE,,,,,,,,,,,,,
VERA FILES FACT CHECK: FAKE posts about VP Sara ‘DepEd scholarship’ spread on FB,2023-09-01T10:35:46+00:00,https://verafiles.org/articles/vera-files-fact-check-fake-posts-about-vp-sara-deped-scholarship-spread-on-fb,https://verafiles.org/wp-content/uploads/2023/09/082223-FAKE-Sara-7k-scholarship_SHORTIE-FIL-REV1.jpg,Five Facebook groups carried posts claiming that Vice President Sara Duterte is offering a scholarship from DepEd. These are fake.,FAKE,,,,,,,,,,,,,
VERA FILES FACT CHECK: FB post promotes FAKE Meta ad campaign optimization tool,2023-09-01T10:46:01+00:00,https://verafiles.org/articles/vera-files-fact-check-fb-post-promotes-fake-meta-ad-campaign-optimization-tool,https://verafiles.org/wp-content/uploads/2023/09/082523-FAKE-FB-ad-optimization-tool_SHORTIE-FIL.jpg,Filipinos shared an online post claiming that Meta launched a new ad campaign optimization tool powered by AI called MetaAI. This is fake.,FAKE,,,,,,,,,,,,,
"VERA FILES FACT CHECK: Ad for FAKE gallstone ‘cure’ circulates, uses doctors’ names",2023-09-07T16:48:50+00:00,https://verafiles.org/articles/vera-files-fact-check-ad-for-fake-gallstone-cure-circulates-uses-doctors-names,https://verafiles.org/wp-content/uploads/2023/09/082223-FAKE-Ong-innercure_SHORTIE_TAG-REV-1.jpg,A Facebook page posted a video advertisement for a product called Innercure supposedly endorsed by cardiologist Willie Ong and his general practitioner wife Liza Ramoso-Ong. This is fake. ,FAKE,,,,,,,,,,,,,
VERA FILES FACT CHECK: FB pages sell FAKE milk product for lung detox,2023-09-08T06:50:40+00:00,https://verafiles.org/articles/vera-files-fact-check-fb-pages-sell-fake-milk-product-for-lung-detox,https://verafiles.org/wp-content/uploads/2023/09/082923-FAKE-Lung-Gold-Milk_SHORTIE-FIL-REV1.jpg,A milk product that allegedly detoxifies and cleans the lungs being promoted by four Facebook pages. These are bogus claims.,FAKE,"“While detox remedies seem like a great concept, unfortunately, many claims made by companies selling dangerous and unproven treatments are exaggerated and can even be harmful,”","“Pneumonia, Bronchitis, asthma, [chronic obstructive pulmonary disease] C.O.P.D. resolved right after 7 days of using Lung Gold Milk,”",,,,,,,,,,,
VERA FILES FACT CHECK: FAKE Google marketing campaign apps circulate,2023-09-29T05:29:06+00:00,https://verafiles.org/articles/vera-files-fact-check-fake-google-marketing-campaign-apps-circulate,https://verafiles.org/wp-content/uploads/2023/09/092723-FAKE-Google-AI_SHORTIE-FIL-REV1.jpg,Impostor Facebook pages advertised a fake marketing campaign app allegedly powered by Google AI.,FAKE,,,,,,,,,,,,,
VERA FILES FACT CHECK: FB page posts FAKE Manila Bulletin headline of LRay Villafuerte arrest,2023-10-03T08:20:42+00:00,https://verafiles.org/articles/vera-files-fact-check-fb-page-posts-fake-manila-bulletin-headline-of-lray-villafuerte-arrest,https://verafiles.org/wp-content/uploads/2023/10/100223-FAKE-Manila-Bulletin-banner-story_SHORTIE-FIL.jpg,A Facebook page posted a fabricated front page of the Manila Bulletin that shows a headline about the Sandiganbayan ordering the arrest of CamSur Rep. LRay Villafuerte Jr. for an P800 million graft and corruption case.,FAKE,"“FAKE NEWS ALERT. Sobra desperado na talaga and pabibo at kulang sa pansin ang isang Tao na nag papalabas ng fake news na Meron daw ako kaso using the MANILA BULLETIN logo and headline,”",“Marcos gets tough on economic saboteurs.”,"“The Manila Bulletin never published a story on the alleged arrest of LRay Villafuerte over an P800-million graft and corruption case. The [front page] is not a document done by Manila Bulletin,”","“Sandiganbayan suspends LRay Villafuerte over 800 million graft,”",,,,,,,,,
VERA FILES FACT CHECK: FB page circulates FAKE ad for unregistered arthritis ‘cure’,2023-10-05T03:44:13+00:00,https://verafiles.org/articles/vera-files-fact-check-fb-page-circulates-fake-ad-for-unregistered-arthritis-cure,https://verafiles.org/wp-content/uploads/2023/10/060423-FAKE-Ong-Arthrelief_SHORTIE_TAG-DRAFT.jpg,"A Facebook page uploaded an ad for a product that allegedly treats arthritis, supposedly promoted by Willie Ong and Liza Ramoso-Ong. This ad is fake.",FAKE,,,,,,,,,,,,,
"VERA FILES FACT CHECK: FAKE beneficiary list, online reg for ‘DSWD scholarship program’ circulates",2023-10-07T01:25:00+00:00,https://verafiles.org/articles/vera-files-fact-check-fake-beneficiary-list-online-reg-for-dswd-scholarship-program-circulates,https://verafiles.org/wp-content/uploads/2023/10/100423-FAKE-DSWD-scholarship-lists_SHORITE_TAG-REV.jpg,FB pages and groups imitating DSWD uploaded lists of chosen beneficiaries and online registration for the agency’s supposed scholarship program. These posts are fake.,FAKE,,,,,,,,,,,,,
VERA FILES FACT CHECK: Video using Liza Ramoso-Ong health vlog to promote ear drops FAKE,2023-10-19T07:12:59+00:00,https://verafiles.org/articles/vera-files-fact-check-video-using-liza-ramoso-ong-health-vlog-to-promote-ear-drops-fake,https://verafiles.org/wp-content/uploads/2023/10/101823-FAKE-Ear-drops-tinnitus_SHORTIE-FIL-REV1.jpg,A fake ad for South Moon ear drops used a 2022 vlog of Dr. Liza Ramoso-Ong. The ear drops are not FDA-registered.,FAKE,,,,,,,,,,,,,
"VERA FILES FACT CHECK YEARENDER: Marcos Jr. benefited the most from election-related disinformation in 2021, Robredo was favorite target",2021-12-28T10:00:00+00:00,https://verafiles.org/articles/vera-files-fact-check-yearender-marcos-jr-benefited-most-ele,https://verafiles.org/wp-content/uploads/7216/39/MR_VFFYE2021_THUMBNAIL_1080x659px.jpg,Publishers of disinformation were at full throttle this year in their production of inaccurate election-related posts — most of which circulated to either prop up or attack certain political aspirants even before the official start of the campaign period for next year’s national polls.,INACCURATE,“were never proven in court.”,,,,,,,,,,,,
VERA FILES FACT CHECK: Photo misleads; 22-year-old Marcelo Fernan Bridge NOT a Duterte project,2021-09-22T17:21:00+00:00,https://verafiles.org/articles/vera-files-fact-check-photo-misleads-22-year-old-marcelo-fer,https://verafiles.org/wp-content/uploads/5916/32/091721-misleading-marcelo-fernan-bridge.png,"A reverse image search revealed that the photo of the Marcelo Fernan bridge used by Viraltrends was taken by a certain Antonio “Tony” Oquias and could be found in at least three stock image websites: Alamy, iStock by Getty Images, and Adobe Stock.",MISLEADING,“D30  bakit kaya wla to sa news (why are these not in the news)”,,,,,,,,,,,,
VERA FILES FACT CHECK: Post revives UNTRUE claim about Pacquiao’s college degree,2021-09-29T10:37:00+00:00,https://verafiles.org/articles/vera-files-fact-check-post-revives-untrue-claim-about-pacqui,https://verafiles.org/wp-content/uploads/7716/32/092721-misleading-pacquiao-3mos.png,He spent 16 months completing it.,MISLEADING,“anchored on the key principle that what one learns in the workplace must count as academic credits.”,“world’s fastest college graduate at 3 months.”,,,,,,,,,,,
VERA FILES FACT CHECK: Aquino ‘quotes’ on infra projects MISLEAD,2021-10-12T20:23:00+00:00,https://verafiles.org/articles/vera-files-fact-check-aquino-quotes-infra-projects-mislead,https://verafiles.org/wp-content/uploads/9316/34/100621-misleading-aquino-infra-quotes.png,"One quote is fabricated, two need context, while another lacks proof it was actually made.",MISLEADING,“Makakain ba ‘yang infrastructure? (Can infrastructure be eaten?)”,"“Magtatayo ka ng wind; paano kung walang hangin? Kung solar, paano kung makulimlim? Lilinawin ko lang po: Naniniwala rin ako sa renewable energy at suportado natin ito, pero dapat ding may mga baseload plant na sisigurong tuloy-tuloy ang daloy ng kuryente sa ating mga tahanan at industriya (You’ll put up a wind plant; what if there’s no wind? If it’s solar-powered, what if it’s cloudy? I just want to make it clear: I believe in renewable energy and we support its use, but there should also be baseload plants that can ensure a steady supply of electricity for our homes and industries).”",“Paano kung makulimlim? (What if it’s cloudy?)”,“Paano kung walang hangin? (What if there’s no wind?)”,“Paano kung biglang bumaha? (What if it floods?)”,,,,,,,,
VERA FILES FACT CHECK: Video WRONGLY claims that election contributions not allowed,2021-10-15T22:07:00+00:00,https://verafiles.org/articles/vera-files-fact-check-video-wrongly-claims-election-contribu,https://verafiles.org/wp-content/uploads/1316/34/101521-false-robredo-funds-tiktok.png,"It is also misleading netizens with an old interview, made to look like Vice President Leni Robredo said she pocketed donations from her election campaign fund in 2016.",MISLEADING,"“if a candidate accepted any form of financial contribution, it is grounds for disqualification,”","“Hindi ko sigurado kung ano ‘yung eksakto. Siguro mga P8 million, if I’m not mistaken. Pero bloated kasi ‘yon ngayon kasi nagkandidato ako nung… Nag-file ako ng certificate of candidacy nung October. Maraming mga nagdodonate na pinapasok ko sa aking personal account. So kailangan ko iyon isiwalat.”",“Nag-file ako ng certificate of candidacy nung October. Maraming mga nagdodonate na pinapasok ko sa aking personal account.”,,,,,,,,,,
VERA FILES FACT CHECK: Viral photos of buildings lighted pink MISLEADING,2021-10-18T17:11:00+00:00,https://verafiles.org/articles/vera-files-fact-check-viral-photos-buildings-lighted-pink-mi,https://verafiles.org/wp-content/uploads/2816/34/101221-misleading-pink-lights_web-copy.png,"Some were old, others were for breast cancer awareness month.",MISLEADING,“not released any recent post mentioning nor explaining the photo of St. Luke’s Medical Center – QC with pink lights”,“did not possibly originate from [the hospital’s] official account.”,“taken years back in support/celebration of Breast Cancer Awareness Month.”,"“It automatically changes after a few minutes, and the program has been in place since the building started operating,”",“part of the tower’s nightly light show.”,,,,,,,,
VERA FILES FACT CHECK: NAIA is NOT a Marcos project,2021-10-20T11:33:00+00:00,https://verafiles.org/articles/vera-files-fact-check-naia-not-marcos-project,https://verafiles.org/wp-content/uploads/9216/34/101821_MISLEADING_NAIA_histo.png,The international airport already existed long before Marcos took office.,MISLEADING,“At alam ba ninyo na ang NINOY INTERNATIONAL AIRPORT AY PROYEKTO YAN NI DATING PANGULONG MARCOS AT DATI NAKAPANGALAN sa MANILA INTERNATIONAL AIRPORT (And did you know that the Ninoy International Airport was a project of former president Marcos and was once named Manila International Airport).”,,,,,,,,,,,,
VERA FILES FACT CHECK: Post on contrasting conditions of Manila Bay MISLEADING,2021-10-23T23:24:00+00:00,https://verafiles.org/articles/vera-files-fact-check-post-contrasting-conditions-manila-bay,https://verafiles.org/wp-content/uploads/4616/35/102121-misleading-manila-bay-photo_web-copy.png,"The two shots were taken in two different areas of the Manila Bay, both under Duterte's term.",MISLEADING,,,,,,,,,,,,,
VERA FILES FACT CHECK: Andanar misleads in claiming PH not among 'deadliest countries for journalists',2021-10-27T10:08:00+00:00,https://verafiles.org/articles/vera-files-fact-check-andanar-misleads-claiming-ph-not-among,https://verafiles.org/wp-content/uploads/7416/35/Andanar-thumbnail.jpg,"Communications Secretary Martin Andanar claimed in an Oct. 12 radio interview that the Philippines was no longer among the world’s most dangerous countries for journalists due to the “swift resolution"" of the Maguindanao massacre in 2019, which, he said, formed part of President Rodrigo Duterte’s legacy. This is inaccurate on two counts.",MISLEADING,“would no longer have figured into the index calculation regardless of the time frame.”,“no longer fell into the 10-year time frame for calculating the index.”,,,,,,,,,,,
VERA FILES FACT CHECK: Bongbong Marcos’ special diploma is NOT equivalent to a bachelor’s degree,2021-10-30T13:28:00+00:00,https://verafiles.org/articles/vera-files-fact-check-bongbong-marcos-special-diploma-not-eq,https://verafiles.org/wp-content/uploads/7716/35/102821-misleading-bongbong-oxford.png,"""The special Diploma was not a full graduate Diploma,” says Oxford University.",MISLEADING,"“[H]e did not complete his degree, but was awarded a Special Diploma in Social Studies in 1978.”","“There is no recorded link between the BA (Bachelor of Arts) and the Special Diploma, and the special Diploma was not a full graduate Diploma.”",“equivalent to a bachelor’s degree as far as academic requirement is concerned”,,,,,,,,,,
VERA FILES FACT CHECK: Pro-Bongbong Marcos FB accounts MISLEAD with list of Oxford alumni,2021-11-03T09:16:00+00:00,https://verafiles.org/articles/vera-files-fact-check-pro-bongbong-marcos-fb-accounts-mislea,https://verafiles.org/wp-content/uploads/9516/35/110321-misleading-marcos-oxford-alumni-list.png,"“The term ‘alumni’ is not synonymous with ‘graduates’. One can be an alumnus without graduating,” it said in an email response to VERA Files Fact Check.",MISLEADING,"“is not a full graduate Diploma,”","“As for Bongbong Marcos, we can neither confirm nor deny whether he had his degree from Oxford or not. We don’t have anything other than publicly available information.”","“Here’s the proof that BBM graduated/alumnus in Oxford University,”","“The term ‘alumni’ is not synonymous with ‘graduates’. One can be an alumnus without graduating,”",“includes not only those who have a degree from the university.”,,,,,,,,
VERA FILES FACT CHECK: Not all cases vs Marcos ill-gotten wealth dismissed by SC,2021-11-08T10:33:00+00:00,https://verafiles.org/articles/vera-files-fact-check-not-all-cases-vs-marcos-ill-gotten-wea,https://verafiles.org/wp-content/uploads/9316/36/110221-misleading-marcos-sc-case-junked-_web-copy.png,"The graphic showed only the 2018 ruling affirming the Sandiganbayan’s 2010 decision and 2011 joint resolution which, as reported by multiple news media, dismissed a case against former president Ferdinand Marcos, his wife Imelda, and his associates.",MISLEADING,,,,,,,,,,,,,
"VERA, the truth bot: VERA Files Misinformation Tip Line",2021-11-11T12:34:00+00:00,https://verafiles.org/articles/vera-truth-bot-vera-files-misinformation-tip-line-2,https://verafiles.org/wp-content/uploads/3116/36/thumbnail_vera-truthbot-faq.jpg,"As the world has grappled with a pandemic and an infodemic, false information doesn’t just mislead people. It has real-world effects on health, such as on people’s health-seeking behavior.",MISLEADING,,,,,,,,,,,,,
"VERA FILES FACT CHECK: MISLEADING post on state of Pasig River under Aquino, Duterte resurfaces",2021-11-15T16:33:00+00:00,https://verafiles.org/articles/vera-files-fact-check-misleading-post-state-pasig-river-unde,https://verafiles.org/wp-content/uploads/5316/36/111021-misleading-ilog-pasig-disente-vs-bastos_1.png,VERA Files Fact Check debunked a similar graphic in July 2020.,MISLEADING,"“preservation, beautification, improvement, and gainful utilization”","“its historically pristine condition conducive to transport, recreation and tourism.”",,,,,,,,,,,
VERA FILES FACT CHECK: MISLEADING video portrays Robredo as dumb,2021-11-19T16:51:00+00:00,https://verafiles.org/articles/vera-files-fact-check-misleading-video-portrays-robredo-dumb,https://verafiles.org/wp-content/uploads/8316/37/111621-misleading-robredo-bills-filed.png,"Robredo was responding to a question about her “edge” over other presidential aspirants. The press conference at the Sorsogon Provincial Gym was broadcast live on Facebook (FB) by local media outlets, including 102.3 Spiritfm Sorsogon.",MISLEADING,“to ensure transparency and accountability in public service”,“Mas matalino pa ang mga Leni Supporters kesa kay Leni Robredo mismo.”,“Leni Supporters are smarter than Leni Robredo herself.”,,,,,,,,,,
VERA FILES FACT CHECK: Comparison of infrastructure projects under different administrations MISLEADING,2021-11-26T09:13:00+00:00,https://verafiles.org/articles/vera-files-fact-check-comparison-infrastructure-projects-und,https://verafiles.org/wp-content/uploads/2716/37/111821-misleading-marcos-duterte-aquino-legacy.png,"While the post did not mention infrastructure projects during Noynoy Aquino’s term, many of the recently-inaugurated projects by the Duterte government were actually initiated by the previous administration under its flagship Public-Private Partnership.",MISLEADING,,,,,,,,,,,,,
VERA FILES FACT CHECK: Photo does NOT show satellite launch site in Mati,2021-12-02T19:18:00+00:00,https://verafiles.org/articles/vera-files-fact-check-photo-does-not-show-satellite-launch-s,https://verafiles.org/wp-content/uploads/8716/38/120121-misleading-mati-launcher_web-copy_rev1.png,It was taken at the Kennedy Space Center in Florida in the United States.,MISLEADING,"“There are no ongoing projects of the PhilSA related to local launch sites at this time, although PhilSA continues to study possibilities for international cooperation or partnership, and the technical and economic feasibility of such a facility and other infrastructure that support the local space ecosystem,”","“Philippines quest to space will begin in Mati City, Davao Oriental.”",,,,,,,,,,,
VERA FILES FACT CHECK: SATIRE post on Bongbong-Sara caravan misleads,2021-12-15T18:40:00+00:00,https://verafiles.org/articles/vera-files-fact-check-satire-post-bbm-sara-caravan-misleads,https://verafiles.org/wp-content/uploads/4916/39/121021-satire-marcos-caravan-satire.png,Several netizens believed the satirical page was a legitimate news organization and accused it of “biased” reporting.,MISLEADING,“BBM SUPPORTER LEFT DEVASTATED AFTER BEING SHOUTED AT BY MARCOS FOR SAYING ‘HI’”,,,,,,,,,,,,
VERA FILES FACT CHECK: Pacquiao’s response to query on possible war vs. China used to MISLEAD,2022-02-03T09:45:00+00:00,https://verafiles.org/articles/vera-files-fact-check-pacquiaos-response-query-possible-war,https://verafiles.org/wp-content/uploads/1416/43/013122_MISLEADING_Pacquiao_sending_Warays_to_war_WEB.png,"The misleading clip appeared a day after Pacquiao’s Jan. 28 interview with Abunda, where one of the issues discussed was the country’s territorial dispute with China over the West Philippine Sea.",MISLEADING,"“MANNY PACQUIAO NAG VIRAL MGA WARAY ISABAK SA GYERA NG CHINA (Manny Pacquiao went viral, will send Warays to a war [against] China).”","“Kaya natin, sa loob natin, kaya natin. Malakas ang loob natin, eh. Hindi tayo basta-basta natatakot. Lalo na yung mga may dugong Waray (We can do it, in our hearts we can do it. We have a strong will. We don’t get scared easily. Especially those who have Waray roots.)”",,,,,,,,,,,
"VERA FILES FACT CHECK: Post praising Duterte, Marcos Jr. for AFP modernization MISLEADS",2022-02-04T23:02:00+00:00,https://verafiles.org/articles/vera-files-fact-check-post-praising-duterte-marcos-jr-afp-mo,https://verafiles.org/wp-content/uploads/2916/43/012621_MISLEADING_AFP_ships_collage_WEB_copy.png,Only one photo in the collage featured a ship currently in the AFP’s fleet inventory.,MISLEADING,,,,,,,,,,,,,
VERA FILES FACT CHECK: OLD video on bullet hole in Marcos Jr.’s former office used to MISLEAD,2022-02-07T11:02:00+00:00,https://verafiles.org/articles/vera-files-fact-check-old-video-bullet-hole-marcos-jrs-forme,https://verafiles.org/wp-content/uploads/4816/44/020421_MISLEADING_Bongbong_Marcos_bala_WEB_copy.jpg,A six-year-old news report about a bullet hitting the office window of former senator Ferdinand “Bongbong” Marcos Jr. in 2015 was used in a Tiktok video to suggest there is an assassination attempt against the presidential aspirant.,MISLEADING,,,,,,,,,,,,,
VERA FILES FACT CHECK: Report on dismissed sedition case vs. Robredo REVIVED,2022-02-15T02:45:00+00:00,https://verafiles.org/articles/vera-files-fact-check-report-dismissed-sedition-case-vs-robr,https://verafiles.org/wp-content/uploads/6116/44/021422_MISLEADING_Robredo_sedition_case_WEB_copy.png,The DOJ cleared Robredo of the charges in February 2020 for lack of probable cause.,MISLEADING,"“ITO NG [sic] HINIHINTAY NYO GUYS may Kaso Pala itong c Leni (This is what you’ve been waiting for guys, Leni apparently has a case).”",,,,,,,,,,,,
VERA FILES FACT CHECK: MISLEADING video carries old report on milk tea poisoning deaths,2022-02-15T11:10:00+00:00,https://verafiles.org/articles/vera-files-fact-check-misleading-video-carries-old-report-mi,https://verafiles.org/wp-content/uploads/6816/44/021222_MISLEADING_Milktea_poisoning_old_video_WEB_copy.png,"While several netizens pointed out that the video was an old news report, many more tagged others and warned them about drinking milk tea.",MISLEADING,,,,,,,,,,,,,
VERA FILES FACT CHECK: Aquino vs. Duterte video carries three MISLEADING claims,2022-02-18T22:43:00+00:00,https://verafiles.org/articles/vera-files-fact-check-aquino-vs-duterte-video-carries-three,https://verafiles.org/wp-content/uploads/6016/45/021722_MISLEADING_Noynoy_vs_Du30_Pasig_River_WEB_copy.png,We correct and give context to each of these claims.,MISLEADING,“These ‘river warriors’ have helped clean the Philippines’ Pasig River for over a decade.”,“Noynoy vs. Du30 a big difference.”,,,,,,,,,,,
VERA FILES FACT CHECK: Aquino vs. Duterte video carries three MISLEADING claims,2022-02-18T22:43:00+00:00,https://verafiles.org/articles/vera-files-fact-check-aquino-vs-duterte-video-carries-three,https://verafiles.org/wp-content/uploads/6016/45/021722_MISLEADING_Noynoy_vs_Du30_Pasig_River_WEB_copy.png,We correct and give context to each of these claims.,MISLEADING,“These ‘river warriors’ have helped clean the Philippines’ Pasig River for over a decade.”,“Noynoy vs. Du30 a big difference.”,,,,,,,,,,,
VERA FILES FACT CHECK: Video on sedition case vs. Robredo MISLEADS,2022-02-21T19:15:00+00:00,https://verafiles.org/articles/vera-files-fact-check-video-sedition-case-vs-robredo-mislead,https://verafiles.org/wp-content/uploads/6716/45/021722_MISLEADING_Robredo_sedition_audio_WEB_copy.png,The Department of Justice (DOJ) dismissed this complaint in 2020 due to lack of probable cause.,MISLEADING,"“Santa Mama, pinatungan ng patong-patong na kaso (Saint Mama was charged with several cases).”",,,,,,,,,,,,
