label,article
1,"Hindi kinagat ni presidential son at dating Davao City Vice Mayor Paolo Duterte ang hamon ni Agot Isidro na ipakita niya ang kanyang likod para patunayan na wala itong tattoo na nag-uugnay sa kanya sa illigal drug syndicate. ""Congrats, DDS! Salamat sa pag-convince kay SAP Go. Thank you SAP Go for being a sport. Sport nyo yata ang pagve-ventosa. Akala ko basketball. O, si Polong naman!"" pahayag ni Agot sa Twitter. Ito'y matapos kumasa sa hamon si dating Special Assistant to the President (SAP) Bong Go at ipinakita sa publiko ang kanyang likod na walang tattoo. Sa kanyang Facebook post, sinabi ni Paolo na kung gusto umano ni Agot ng hubaran ay magsolo ito o kaya'y isama ang ""girlfriend"" na si opposition senatorial candidate Florin Hilbay. ""Nanawagan ako kay Agot Isidro kung gusto nya ng hubaran, magsolo na lang sya. Or sila na lang ng gf nyang si Flor Hilbay,"" saad ni Paolo."
1,"Matapos sumuko, naglabas ng pahayag si Peter Advincula alyas ""Bikoy"" para pasinungalingan ang lahat ng kaniyang mga inilantad sa ""Ang Totoong Narcolist"" propaganda videos. Ayon kay Advincula, ang lahat ng episode 1 to 5 ng ""Ang Totoong Narcolist"" kung saan siya ang narrator sa mga video ay pawang scripted lahat at kasinungalingan. Ibinunyag din ni Advincula ang ""Project Sodoma"" na ang layon ay pabagsakin sa pwesto si Pangulong Rodrigo Duterte para maitalaga bilang pangulo si Vice President Leni Robredo. At kapag naging presidente na si Robredo ay itatalaga nitong bise presidente si Sen. Antonio Trillanes IV. Sinabi ni Advincula, 9 na buwan na pinagplanuhan ang proyekto at personal niyang nakakausap tungkol dito si Sen. Trillanes, Sen. Risa Hontiveros at staff ni Sen. Leila De Lima. Sa ilalim ng ""Project Sodoma"" gagawa ng mga isyu para i-divert ang atensyon ng tao dahil masyadong mataas ang ratings ng administrasyong Duterte. Bahagi aniya ng plano ang naging pahayag ng dating police official na si Eduardo Acierto laban kay senator-elect Christopher ""Bong"" Go. ""Ang plano ng kabilang kampo gumawa ng issue para madivert ang pansin ng tao at hindi lang yung sa akin ang plano doon, marami pang nauna. Yung pagsalita ni Acierto na iniuugnay niya si Bong Go kasama iyon sa script para umingay at madivert ang tao,"" ayon kay Advincula. Giit ni Advincula, pinangakuan siya na kapag naisakatuparan ang lahat ng plano ay babayaran siya at i-aabsolute pardon siya sa mga kaso at bibigyan pa ng posisyon sa gobyerno. Aminado si Advincula na mali ang kaniyang ginawa at nagpasilaw siya sa pera at ito aniya ang nakikita niyang pamamaraan upang itama ang mga pagkakamali niya."
1,"Kahapon ay ibinunyag na ng Philippine National Police ang larawan at pagkakakilanlan ng suspek sa malagim na pagpaslang at pagbalat sa mukha ng grade 9 student at church collector na si Christine Lee Silawan. Ayon sa otoridad, ang pangalan daw ng salarin ay Jonas Bueno. Pero noong Marso 12 pa lang ay may nailathala na pala ng Sunstar Cebu ang impormasyon tungkol sa suspek. At ayon sa ulat ng Sunstar, si Bueno at ang mga kapatid nito na sina Juvy at Junrey ay dati umanong miyembro ng New People's Army at miyembro ng kulto. Nasangkot din daw ang tatlong magkakapatid sa isa pang kaso ng pamamaslang at pagbalat sa mukha. Noong Enero 11, 2019 ay natagpuan patay at binalatan ang mukha ng 60-anyos na si Trinidad Batucan. Nagsasagawa daw ng operasyon ang mga magkakapatid sa mga barangay ng Danao at Carmen. Napatay ng kapulisan ang mga kapatid ni Jonas sa isang follow-up operation noong Enero 13. Ayon kay Danao City Director Maribel Getigan, hindi pa masigurado ang koneksyon ng dalawang kaso ng pamamaslang pero may mga pending arrest warrant ang mga magkakapatid na Bueno. Ang nangyari kay Silawan ay ikinagalit ni Pangulong Rodrigo Duterte. Ipinag-utos na rin ng Presidente ang pagtugis sa salarin. Panoorin ang kaugnay na ulat tungkol dito. Source: Sunstar | Philstar"
1,"Nasakote ng otoridad ang 49-anyos na pastor mula sa Cainta dahil sa pagbebenta ng ipinagbabawal na gamot. Ayon sa ulat ng ABS-CBN, isang buwan din tiniktikan ang suspek. Sampung pakete ng shabu ang nakuha sa suspek na dinadala nito mula pa Cainta. ""Kasi pag may nahuhuli kami sa may bandang Aurora, binabanggit po sa amin na isa ito sa nagbibigay sa kanila... Talagang nagduda muna kami sa una hanggang sa nakabili ang poseur buyer namin,"" sabi ni Cubao Police Station Police Capt. Ramon Aquiatan. Umamin naman ang pastor na dalawang buwan na siyang tumitira ng bawal na gamot dahil na rin sa impluwensiya ng mga kaibigan niya. ""Wala pong nakakaalam na nagbibisyo ako, walang nakakaalam even po mga kamag-anak even asawa ko... Di po talaga ako nagbebenta sir. Nagkataon lang kanina, kinapos po ako sa pera,"" paglalahad ni Pastor Durugista. Natuklasan ng kapulisan na nagtuturo pa umano ng values formation ang suspek sa mga mag-aaral at sa mga pulis. ""Sabi ko pano ka makakahikayat kung ikaw mismo sa sarili mo ay nagbebenta at gumagamit ng droga?"" banat ni Police Captain Aquiatan. Humingi naman ng kapatawaran ang suspek sa kanyang pamilya at sa mga pulis. Sa hindi pa malamang kadahilanan ay hindi muna pinangalanan ang nasabing pastor at kung saan ito kaanib. Source: ABS-CBN"
0,"NATATANDAAN pa ba ninyo ang kontrobersiyal na kaso ng panunuhol ng P50 milyon sa dalawang mataas na opisyal ng Bureau of Immigration (BI), na bahagya pang lumitaw na kinasangkutan din ng ilang mataas na opisyal sa Department of Justice (DoJ)?"
1,"Para kay Senador Antono Trillanes, hindi daw dapat bigyan ng emergency power si Pangulong Rodrigo Duterte kaugnay sa problema sa traffic na kinakaharap ngayon ng EDSA. Kinuwestiyon ng senador kung mayroon na bang naipakitang plano ang kasalukuyang gobyerno para bigyan ng emergency powers. Ayon sa senador, kokornerin lang daw ng Davao group ang mga infrastructure projects sa pamamagitan ng emergency powers. ""Paano sya bibigyan ng emergency powers, eh nung tinanong kung ano plano nila, Wala silang maipakita... Gusto lang niya ma-corner ulit ng Davao group ang mga infra projects with the emergency powers,"" ani Trillanes. Ang pahayag ni Trillanes ay bunsod sa naging lomento ng Pangulong Duterte na natupad niya ang karamihan sa kanyang ipinangako maliban sa pagresolba sa trapiko. Sa isang Facebook post, kinuwestiyon naman ng pro-government blogger at university lecturer na si Sass Rogando Sasot ang senador. ""So papaano po i-resolve ang traffic sa EDSA senator?,"" banat ni Sasot. Ito naman ang komento at reaksyon ng ilang kababayan natin sa mga pinagsasabi ni Trillanes tungkol sa emergency powers. "" Itong si trillanes ang daming alam nito. Akalain mo. Alam lahat ng nasa isip ni prrd. Yung casino sa boracay. Daw. Yung tagong yaman daw. Mga pinatay daw ng davao death squad. Ngayon naman. Eto nanaman. Jusko. Trillanes. Ikaw na mismo ang sumisira sa sarili mo. Kung anu ang pumasok sa isip mo. Yun na ang sasabihin mo. Kahit walang basehan. Kahit walang ebidensiya.tpos pag kinasuhan ka. Sasabihin mo. Pinupulitika ka,"" sabi ni S. Banaobra. ""Natatawa ako sa davao group. Hoy trililing gumising ka! Mukhang nananaginip ka ng gising! Nung pinasirado boracay sinabi mo may casino ipapatayo pero ulol wala pala, tas ngayon davao group na naman!? Hahaha. Lakas mo siguro makahithit,"" sabi ni K. Mercado. ""Ganyan din ang tanong ni Trollanes, kung anong plano ng pamahalaan sa Boracay, kaya na surprise sila nang ipamigay ng pamahalaan sa mga aeta ang Boracay matapos linisin. Kaya kung sasabihin ng pamahalaan kung anong mga plano ay uunahan na naman ng opposition ang pag kontra,"" sabi ni J. Cimatu. Source: News5 | Sass"
1,"Ayon kay Department of National Defense Secretary Delfin Lorenzana, aprubado na raw ni Pangulong ROdrigo Duterte ang pagbili ng gobyerno ng Black Hawk helicopter mula sa bansang Poland. Pinayagan daw ng Presidente ang pagbili ng mga sasakyang pamhimpapawid dahil sa gusto umano ito ng Air Force. ""We talked to him sometime na, 'Sir this might be in violation with your pronouncement that you are not going to buy from US (United States) but the Air Force wants that,' Sabi niya, 'Yan ba talaga ang gusto niyo?' Nandoon 'yung air force chief e, 'yan ba talaga ang gusto niyo?' 'Yes, Sir.' 'Okay, go ahead,""kwento ni Lorenzana sa mga reporters Dagdag pa ng kahilim gawang Poland daw ang mga helicopters. Matatandaang sinabi ng Pangulo na hindi bibili ang Pilipinas ng mga gamit ng kasundaluhan sa Estados Unidos dahil sa pagpuna ng naturang bansa sa kapanya kontra bawal ng gamot ng kasalukuyang administrasyon. Ibunuyag din ng Pangulo na tinitignan niya ang posibilidad na bumili ng gamit ng mga sundalo sa Israel at South Korea. Panoorin ang panayam kay Sec. Lorenzana noong nakaraang taon. Basahin ang reaksyon ng ilang kababayan natin sa pag-apruba ng Pangulo ng pagbili ng mga helicopters sa Poland. Source: GMA"
1,"Kahit na laglag ang mga kandidato ng Otso Diretso sa Halalan 2019, inudyukan ni Vice President Leni Robredo ang publiko na bantayan ang mga natitirang mga boto na kailangan pang bilangin. ""May laban pa tayong hinaharap. Hindi pa tapos ang bilangan, at kailangan pang bantayan,"" sabi ni Robredo. Sa mga kandidato ng oposisyon, si Senator Bam Aquino lang ang pinakamalapit sa Top 12. As of 11:26 am, nasa ika-14 na puwesto si Bam. Sumunod ay si Roxas na nasa ika-16 na puwesto. Ang ibang pambato ng Otso Diretso naman ay nasa labas na ng top 20. Para kay Robredo, panahon daw para magkapit-bisig at huwag bumitaw sa mga nalalabing oras ng bilangan. ""Ipinamalas ng ating mga kandidato at volunteers ang tapang at dedikasyon sa ating adhikain. Huwag natin ito bitawan. Paghugutan natin ng lakas ang bawat isa,"" dagdag pa ni Robredo. Basahin ang reaksyon ng ilang kababayan natin sa mga pinagsasabi ni Robredo. ""Instead of making that your battle cry, why not chanel it towards something positive, Leni.. drop the negative word fight, and inspire the people by using positive words like - ""lets HELP the government"" by being good abiding citizens etc etc.. something like that sana!!! Kaya kayo lumulubog eh! The people do NOT see and feel your sincerity to truly help the country. Hayyy aling Leni,"" sabi ni A. Gayanelo. ""Fight??? Gusto mo talaga laging kaguluhan madam. We need a happy life and peace of mind and peace country thats all we ned madam,"" sabi ni M. Dizon. ""Fight for what? Mas maganda pow yata vice Pres. eh kung help the government para sa better future.,"" sabi ni A. Luna. Source: ABS-CBN | FB"
0,"Kaya naman masaya siya, at aminadong feeling leading man na, nang dumating siya sa second presscon niya for that day nitong Martes. Una ang presscon nila ng leading lady niyang si Valeen Montenegro para sa movie nilang The Write Moment, na ipalalabas na, produced by IdeaFirst Company at Viva Entertainment. Ipinalabas na last year ang nasabing pelikula sa Quezon City Film Festival. Kuwento ni Jerald, sa movie ay gagampanan niya ang karakter ni Dave, isang professional wedding videographer na sideline ang pagiging movie scriptwriter. Girlfriend niya si Valeen, as Joyce, na bigla na lamang siyang hiniwalayan nang walang dahilan. Hindi niya matanggap iyon, kaya naman napasulat tuloy sila ng movie script para sa kanilang dalawa ni Joyce, ang kaibahan, happy ang ending ng isinulat niyang story. Sa huli, na-realize niya na kailangan lang pala niyang sundin ang sarili niyang script para magkatuluyan sila. Ang daming hugot lines sa movie na tiyak na magugustuhan ng mga manonood. Sa direksiyon ni Dominic Lim, showing na ang The Write Moment sa Wednesday, June 27, in cinemas nationwide. May premiere night sila sa Monday, June 25, sa Robinson's Galleria. ""Sa palagay ko po, sa The Write Moment ay nabuksan ang doors sa akin, na puwede pala akong maging leading man,"" biro ni Jerald. ""Kaya very thankful po ako na in-accept nila ako, na from drama sa theatre, nagpapatawa ako. At kita poi to sa live audience sa Sunday Pinasaya ng GMA-7. ""May gagawin din akong three movies, ang Nakalimutan Kong Kalimutan Ka with Alex Gonzaga at Vin Abrenica; Pangarap kong Holdup with Paolo Contis; at Mina Anod with Dennis Trillo. ""Sa Real, Quezon kami magsu-shoot (ni Dennis), dahil tungkol sa surfing ang story nito. Sa August po ay mapapanood na rin ako sa Rak of Aegis sa PETA, sa third year na presentation nito."" Kumusta naman ang love life ni Jerald, may gusto ba talaga siya kay Valeen? ""Hindi po totoo, kulitan lang naming 'yun ni Valeen sa Sunday Pinasaya. Nagkikita pa rin kami ng French girlfriend ko, like noong minsang dumating siya, kasama ang boyfriend niya,"" kuwento pa ni Jerald. ""Dati ay pinasusunod niya ako sa France, pero hindi ko ginawa. Sayang naman 'yung career ko rito, na medyo bumobongga na ngayon. ""Mas gusto kong mabigyan muna ng magandang buhay ang pamilya ko. Gusto kong mabigyan ng bahay ang nanay ko at maipasyal siya sa ibang bansa kapag nakaipon pa ako,"" seryoso nang sabi ni Jerald."
1,""" If he has nothing to hide, Polong must go for it,"" Dahil sa mapanirang video na pinagkalat ng mga kumakalaban sa Duterte Administration, isa-isa ang ilang miyembro ng oposisyon sa pagko-komento. Hinamon ni Senadora Leila De Lima si Presidential son at former Davao City Vice Mayor Paolo Duterte na ipakita na ang kanyang tatoo. ""There's just one easy thing to do on the part of Paolo Duterte to put closure to this lingering issue about his alleged involvement in the illegal drug trade. Show his back. Does he have a tattoo or not? If so, what tattoo? Simple! Is that too much to ask? Aren't tattoos meant to be shown or displayed?... So, again, unless he has something to hide, Polong better show the tattoo. Hindi pa naman nya siguro pinabura,"" sabi ni De Lima. Sa malisyosong video na may pamagat na ""Ang Totoong Narco List"", binanggit na may tattoo na dragon sa likuran si Paolo at dito daw makikita ang isang code. Isa pa sa akusasyon sa video ay ang pagiging konektado daw ni Paolo sa kalakaran ng iligal na droga. Ang black propaganda video laban sa pamilya ni Pangulong Duterte ay agad sinupalpal ng mga taga-suporta ng administrasyon. Ilan sa mga butas na nakita dito ay kahina-hinalang pirma. Umangal na din ang isang alkalde at sinabing ginamit ang kanyang pirma sa naturang video. Source: GMA | MB | PNA"
0,"Sa pulong balitaan kahapon ng tanghali sa kanyang tahanan, nanindigan si Gomez na bababa lamang siya sa puwesto pagkatapos ng kanyang termino sa Hunyo 2019. Ayon kay Gomez, hindi niya tatanggapin ang naturang recall election na inihain laban sa kanya ng mga tagasuporta ni dating San Juan Vice Mayor Francis Zamora, at inaprubahan ng Commission on Elections (Comelec), dahil paano umano mawawalan ng tiwala sa kanya ang kanyang constituents gayong napakarami niyang proyekto at dalawang magkasunod na taon (2016 at 2017) pa nakatanggap ng Seal of Good Governance award mula sa Department of Interior and Local Government (DILG) ang San Juan. Tiniyak din ni Gomez na iaapela nila ang naturang desisyon ng poll body sa legal na paraan at naaayon sa tamang proseso. ""I will not accept this recall and will allow my lawyers to challenge it legally and according to the right process,"" ani Gomez. ""The recall petition castrated by Francis Zamora, is not the true will of the people of San Juan. It is the project of their machinations. I will not allow myself to fall in his ill motives."" Pinayuhan din ni Gomez si Zamora na maghintay na lamang na matapos ang kanyang panunungkulan dahil hindi na siya muling tatakbo sa susunod na eleksiyon, dahil ito na ang kanyang ikatlo at huling termino bilang alkalde ng San Juan. ""I will step down as mayor of San Juan in June 30, 2019 as I finish my term in 18-months. Ewan ko ba kung bakit di pa siya (Zamora) makapaghintay,"" aniya pa. Pinabulaanan din ni Gomez ang akusasyon ni Zamora na nagtatago siya at hindi pumapasok sa kanyang opisina upang iwasang matanggap ang notice of sufficiency ng Comelec kaugnay ng recall election. Gayunman, aminado ang alkalde na wala siyang planong tanggapin ang naturang notice of sufficiency, dahil kailangan muna niya itong ikonsulta sa kanyang abogado. Yes! Dedma lang po dapat, cuz for us, Z is DEAD..hahaahahahhaarsh.. such a cry baby boy. no need to do recall. fake nman mga signatures..also fake naman ung mga scholarships & medical assistance. alam nya nman talgang walang mapupuntahan petition nya. makulit lang siya, kala nya mababali nya batas. lol wag kasing assuming Sir Francis.napahiya ka tuloy. hahaha, kung ako sau paghandaan mo ung mga pakulo mong medical assistance at scholarships. Karma lang tlga sasalubong sau."
1,"Hindi pa natatapos ang palitan ng patutsada ni Davao City Mayor Sara Duterte at ni Akbayan Senator Risa Hontiveros. Maaalalang nagsimula ang sagutan ng dalawang government officials nang ipinawagan ni Hontiveros ang pagbibitiw sa pwesto ni Public Attorney's Office (PAO) Chief Persida Acosta. Ayon kay Hontiveros, ang imbestigasyon ni Acosta sa Dengvaxia ay politically motivated at ito daw ang naging dahilan kaya naapektuhan ang measles vaccination program. Dahil sa naging pahayag ni Hontiveros kay Acosta, binanatan siya ni Mayor Sara. Sinabi ng alkalde ng Davao na ginagawa lang ni Acosta ang trabaho nito at si Hontiveros ang dapat mag-resign. Buwelta pa ni Mayor Sara, nasa puwetan daw ang ulo ng senadora. Sa isang pahayag, sinagot ni Hontiveros ang mga pasaring sa kanya ni Mayor Sara. Ibinida din niya ang kanya umanong track record. Wala din daw sa puwetan niya ang kanyang ulo. Sa bawat atake din daw ng Presidential daughter ay lalong nalalaman daw na tama ang ginagawa niya at napapatunayan kung gaano ka-epektibo ang kanyang opisina sa pagsusulong ng democratic interest. ""Every time she attacks me, she validates my work and vindicates my positions on important issues. Every insult from the Mayor is a reading on the barometer I can use, second to none, to confirm how effective my office is in advancing democratic interests and goals. Sa bawat banat niya, nalalaman natin na tama ang ating ginagawa... my legislative track record speaks for itself,"" sabi ni Hontiveros sa kanyang social media account. Hindi naman pinalampas ni Mayor Sara ang boladas ni Hontiveros. Ayon sa Davao City Mayor, hindi daw dapat pagsamahin ang mga salitang ""attack"" at ""vindicate"" sa isang pangungusap. ""Ai naku po, an attack is an attack. Don't use attack, validation and vindication in one sentence. Otherwise, your attacks against the administration are validations to say that PRD is correct and therefore he is vindicated. And you still believe your head is on your shoulders? #dropmic a wall is a wall at sa bawat banat mo ke PRD ay nasasabi ng lahat na tama si Presidente Duterte,"" resbak ni Mayor Sara kay Hontiveros. Sa pagitan nila Mayor Sara at Hontiveros, kanino kayo kampi? Source: Inday Sara Duterte"
1,"Sa isang resolusyon na may petasang Nobyembre 19 2018, Ideneklara na ng National Telecommunications Commission (NTC) ang Mislatel Consotium bilang pangatlong telco sa Pilipinas. Ito ay matapos ang 12 araw nang isagawa ang bidding. Ang resolusyon ay pinirmahan nina NTC Commissioner Gamaliel Cordoba, Deputy Commissioners Edgardo Cabarios, and Delilah Deles, and Oversight Committee chair Eliseo Rio Jr. ""Mindanao Islamatic Telephone Company Inc. with Udenna Corporation, Chelsea Logistics Holdings Corp., and China Telecommunications Corp. (is declared) as the New Major Player,"" sabi sa resolusyon. Ang Mislatel ay binubuo ng Udenna Corporation, China Telecommuncations Corporation at ng Mindanao Islamatic Telephone. Inaasahang makikipag-kumpetensya ang Mislatel sa dalawang telco giants na PLDT Inc. and Globe Communications Inc. Ayon sa ulat ng GMA News, nangako ang Mislatel ng 27 mbps minum average broadband speed sa unang taon at gagawin naman nilang 55 mbps ang ang kanilang minimum average broadband speed sa susunod na apat na taon. Ang pagpapapasok ng pangatlong telecommunication company sa Pilipinas ay isa sa ipinangako ni Pangulong Duterte noong ito ay nanalo bilang Pangulo. Basahin ang naging reaksyon ng mga kababayan natins a balitang ito. Source: GMA News | GMA News"
1,"MAYNILA, Pilipinas - Pinangunahan ni Pangulong Rodrigo Duterte ang seremonya nitong Miyerkules kung saan tumanggap ng iba't-ibang gamit ang Armed Forces of the Philippines (AFP) mula sa Russia. Kabilang sa natanggap ng AFP ay 5,000 piraso ng AK-74M Kalashnikov assault rifles, 20 trucks, 5,000 helmet at kahon-kahong bala. Ang pormal na turn-over ng nasabing mga gamit ay ginawa sa Russian anti-submarine ship Admiral Pantaleev na kasalukuyang nakadaong sa pantalan ng Maynila. Pinangunahan ito nina Duterte, Defense Secretary Delfin Lorenzana at Defense Minister Sergey Shoygu. Dumalo din sa nasabing event sina Foreign Affairs Secretary Alan Peter Cayetano, AFP chief General Eduardo Ano, National Security Adviser (NSA) Hermogenes Esperon Jr, Russian Ambassador Igor Khovaev, at Major General Aleksandr Kshimovkiy ng Ministry of Defense ng Russia. Ayon kay Lorenzana, ibinigay ng Russia sa Pilipinas ang mga gamit nang libre at walang kapalit. Limang buwan na ang nakararaan nang bumisita sa Moscow si Pangulong Duterte at nakadaupang palad si Russian Vladimir Putin. Sa kanilang maikling naging pag-uusap, nangako ang Russian leader na magbibigay ng tulong sa administrasyong Duterte sa gitna ng kampanya nito laban sa ilegal na droga. Napilitang kaagad bumalik sa bansa ang Pangulo at hindi na itinuloy ang kaniyang state visit matapos sumiklab ang karahasan sa Marawi City noong Mayo 23."
0,"Sinabi ni Team Philippines chef de mission Julian Camacho na pangungunahan ni Kiefer Ravera ang 48 iba pang pinakamagagaling na amateur cagers ng bansa na nasa listahan kung saan kasama rin ang orihinal na miyembro ng Gilas Pilipinas at naturalized center na si Marcus Douthit. ""We have set March 1 as the deadline of submission for the final composition of all team ang individual sports,"" sabi ni Camacho ukol sa koponan na gigiyahan ng bagong coach at dating Australian national coach Tab Baldwin. Asam ng Pilipinas na madagdagan pa ang pagpapanatili ng gintong medalya sa 12 sunod na taon matapos huling mabigo sa kada dalawang taon na torneo noong 1989. Mayroon na itong kabuuang 16 na gintong medalya at isang pilak sapul nang sumali sa SEA Games. Si Ravena ay kabilang sa huling koponan na giniyahan ng multi-titled coach na si Joseph Uichico tungo sa gintong medalya kasama ang nananatili sa amateur na si Bobby Ray Parks Jr. at ngayon ay mga propesyunal nang sina Greg Slaughter, Jake Pascual, Ronald Pascual, Kevin Louie Alas, RR Garcia, Terrence Romeo at Raymund Almazan. Ang listahan ay binubuo ng mga manlalaro mula sa iba't ibang liga sa bansa sa pangunguna ng UAAP at NCAA kung saan naglalaro sina Scottie Thompson, Kobe Paras, Moala Tautuaa, Roi Sumang, Baser Amer, Mike Tolomia, Mark Belo, Arnold Van Opstal, Gelo Alolino, Glenn Khobuntin at Mark Tallo. Ilang propesyunal na manlalaro rin na kabilang sa orihinal na Gilas Pilipinas ang nakatala sa listahan na posibleng isama sa komposisyon upang palakasin pa ang pambansang koponan."
0,Umabot sa kabuuang 61 miyembro sa buong bansa ang dumalo sa itinakdang eleksiyon ng mga bagong opisyal ng ASAPhil subalit napagkasunduan ng board na sinundan sa iniutos ni POC Secretary General Hontiveros na itakda na lamang ang eleksiyon dalawang taon mula ngayon.
1,"Hindi pinalampas ni Presidential son at dating Vice Mayor ng Davao City na si Paolo ""Polong"" Duterte ang mga kritiko niya na pinipilit siyang maghubad para makita kung totoo bang may tattoo ito sa likod. Magugunitang inakusahan ni Senador Antonio Trillanes si Paolo na may dragon tattoo sa likod at ito raw ang patunay na may konektado si Paolo sa sindikakto ng droga. Kamakailan lang din ay may inilabas na video ang isang anti-DU30 youtube channel kung saan inulit nila ang mga pinagsasabi ni Trillanes. Sa isang social media post, sinabi ni Agot Isidro na si Polong naman daw ang dapat magpakita ng likod matapos ipakita ni former SAP Bong Go ang likod nito. Ang panawagan ni Isidro ay agad binara ni Polong. Ayon kay Polong, si Isirdro na lang daw ang dapat maghubad at ang napapalitang karelasyon niya na si Otso Diretso Senatorial Candidate Florin Hilbay. ""Nanawagan ako kay Agot Isidro kung gusto nya ng hubaran, magsolo na lang sya. Or sila na lang ng gf nyang si Flor Hilbay. G?"" sabi ni Polong Source: Polong"
0,Tuwang-tuwa at touched si Juday sa gagawing pangungumusta ni Pope Francis sa kalagayan ng Yolanda survivors. Ibinahagi ng award-winning host ng hit game show na Bet On Your Baby na paraan din ito ni Pope Francis para himukin ang sambayanan na tibayan ang tiwala sa Diyos.
1,"Kasabay ng pagbabanta ni Pangulong Rodrigo Duterte sa Philippine Long Distant Telephone (PLDT) na ipapasara ang kumpanya kung hindi idadagdag ang hotline 8888 sa kanilang trunklines, isiniwalat din ng Presidente na mayroong utang na P8 billion ang telecommunicatin company sa gobyerno. Ang pagbubunyag na ito ay ginawa ng Pangulong Duterte sa PDP Laban Cebu Campaign Rally. ""The present setup can't accommodate all the calls. It's always busy. Tell PLDT. If not, I'll shut down their business. Oo, that's true. I don't want to brag, but they owe government eight billion. No President has ever asked for payment,"" pagsisiwalat ng Presidente Dahil sa pahayag ng Pangulong Duterte, naglabas ng pahayag ang PLDT at sinabi gagawa daw sila ng hakbang para maisaayos ang hotline 8888 sa kanilang network ""We are currently taking steps to address the concern expressed by the President to improve the public's access to the Citizen's Complaint Center 8888 hotline number,"" sabi ni Ramon Isberto, tagapagsalita ng PLDT. Ito po ang ilan sa naging reaksyon ng netizens sa mga sinabi ng Pangulong Duterte laban sa PLDT. ""Langya pldt o! May utang pala kayo sa gobyerno pro pag kami d nakabayad agad putol agad!!,"" sabi ni Z. Dking. ""Pati Globe kasi mas malakas pa ang connection ng mga chismosa kaysa Globe,"" sabi ni N. Rabaja. ""Kilangan na talaga ipasok ang chinese at korean telecom sa bansa ng d na tayo mgka problema sa signal 200mbps kompara sa PLDT,GLOBE,SMART na 8mbps lang ang regular kong gsto mo mapalakas 10mbps tapos dagdag singil pa?galing tlga mg negosyo kya d uunlad ang pilipinas mllugi tlga ang mahihirap dahil sainyo,"" sabi ni O. Ver. Source: ABS | ABS"
0,"Unang natagpuan ang bangkay ng isang bagong silang sa loo b ng isang thermal bag at sunod na nadiskubre ng mga opisyal ang apat pang mga bangkay sa loob ng isang freezer sa kanilang paghahanap sa isang bahay sa Louchats, malapit sa lungsod ng Bordeaux, ayon sa source, kinumpirma ang ulat ng French television channel na iTele. Nasa kustodiya na ang 40-anyos na ama habang ang 35-anyos na ina ay nasa ospital pa rin, ayon sa source. Lumalabas na mag-isang nanganak ang ina at dinala sa isang ospital sa Bordeaux ""for gynaecological and psychiatric examinations"". Sa puntong ito ang babae "" does not appear to have a history of mental illness""."
1,"Usap-usapan ngayon sa social media ang umano'y panggagaya ng kinatawan ng Thailand na si Ingchanok Prasart sa ginanap na Miss Intercontinental pageant 2018 sa trademark ni Miss Universe 2018 Catriona Gray na ""lava walk."" Isang netizen sa Twitter na nagngangalang Marnie Raro ang nakapansin sa paraan ng paglalakad at pag-project ni Miss Thailand na parang kinokopya ang ""lava walk"" ni Catriona. Bukod kay Miss Thailand, napansin din ng mga netizens ang pagkopya umano sa ""Mayon Volcano gown"" ni Miss Vietnam. Aminado naman ang dalawa na labis nilang hinahangaan at inspirasyon nila si Miss Universe 2018 Catriona Gray. Halo-halo naman ang naging reaksyon ng mga netizens hinggil dito. ""So now everyone looks like Catriona Gray. From hair to stance to gowns. The influence. Only legends do that."" ""Catriona Gray's walk can never be perfect without her walking it."" ""I think so? Even the hand gesture of Miss Thailand seems copied too. Catriona Gray is indeed a queen."" ""Yet they can't copy the original. Because there will be only one Lava Walk and Catriona Gray."" ""Kayo na 'yung may mga originality... hala gawa kayo sarili niyong pageant, ano ba naman yung hayaan niyo na lang sila hays....daming toxic."" Isang patunay lamang ito na maraming mga aspiring beauty pageant candidates, hindi lamang sa Pilipinas kundi maging sa buong mundo, ang tumitingala at humahanga kay Catriona. Aminado naman dito ang marami sa mga kandidata ng naturang katatapos na pageant. Ang 47th edition ng Miss Intercontinental 2018 ay ginanap noong Enero 26, 2019, sa SM Mall of Asia Arena sa Pasay, Metro Manila, Philippines. Kinoronahan ni Miss Intercontinental 2017 Veronica Salas Vallejo ng Mexico ang kandidata ng Pilipinas na si Karen Juanita Gallman. Ito ang kauna-unahang pagkakataong naging host ang Pilipinas sa pageant na ito. Pinili ng Japan organizers ang Pilipinas na maging venue ng pageant dahil abala ang bansang Japan sa mga paghahanda para sa 2020 Summer Olympics. Narito ang buong Twitter post ng netizen:"
